Parcel,Address,Date posted,New,Municipality,Cleveland Ward,Bldgs,Status
108-07-121,759 E 95th St,42492,,Cleveland,10,0,Vacant lot
108-07-147,9312 Cobb Ct,42492,,Cleveland,10,0,Vacant lot
108-13-045,10530 Dupont Ave,42492,,Cleveland,10,0,Vacant lot
117-12-017,1854 Colonnade Rd,42492,,Cleveland,10,0,Vacant lot
108-05-048,591 E 97th St,42490,,Cleveland,10,0,Vacant lot
105-27-123,1023 E 72nd Pl,42489,,Cleveland,10,0,Vacant lot
126-05-045,8619 Capitol Ave,42489,,Cleveland,6,0,Vacant lot
126-05-065,8814 Beckman Ave,42489,,Cleveland,6,0,Vacant lot
126-05-096,8718 Folsom Ave,42489,,Cleveland,6,0,Vacant lot
126-06-032,8812 Capitol Ave,42489,,Cleveland,6,0,Vacant lot
126-17-014,9703 Steinway Ave,42489,,Cleveland,4,0,Vacant lot
127-07-018,3143 E 80th St,42489,,Cleveland,5,0,Vacant lot
127-11-106,9213 Marshall Ave,42489,,Cleveland,6,0,Vacant lot
127-23-007,9716 Marah Ave,42489,,Cleveland,6,0,Vacant lot
105-26-082,1058 E 69th St,42488,,Cleveland,10,0,Vacant lot
011-10-077,2822 Cypress Ave,42487,,Cleveland,13,0,Pending transfer
109-12-058,10709 Greenlawn Ave,42487,,Cleveland,9,0,Vacant lot
127-19-008,10610 Kinsman Rd,42487,,Cleveland,4,0,Vacant lot
134-11-051,7135 Deveny Ave,42487,,Cleveland,12,0,Vacant lot
002-29-103,6301 Bayne Ct,42486,,Cleveland,15,0,Vacant lot
109-24-073,1232 E 112th St,42486,,Cleveland,9,0,Vacant lot
110-05-002,678 E 124th St,42486,,Cleveland,10,0,Vacant lot
110-05-021,691 E 123rd St,42486,,Cleveland,10,0,Vacant lot
110-08-053,643 E 127th St,42486,,Cleveland,10,0,Vacant lot
111-02-094,506 E 115th St,42486,,Cleveland,10,0,Vacant lot
111-05-112,523 E 117th St,42486,,Cleveland,10,0,Vacant lot
111-12-032,12814 Locke Ave,42486,,Cleveland,10,0,Vacant lot
111-28-077,14611 Woodworth Ave,42486,,Cleveland,10,0,Vacant lot
115-03-101,952 E 141st St,42486,,Cleveland,10,0,Vacant lot
115-05-095,832 E 149th St,42486,,Cleveland,10,0,Vacant lot
116-15-059,1377 E 171st St,42486,,Cleveland,10,0,Vacant lot
116-34-032,19306 Nottingham Rd,42486,,Cleveland,10,0,Vacant lot
125-32-057,6612 Charter Ave,42486,,Cleveland,6,0,Vacant lot
125-32-059,6600 Charter Ave,42486,,Cleveland,6,0,Vacant lot
141-03-091,15717 North Lotus Dr,42486,,Cleveland,1,0,Vacant lot
105-16-053,928 E 73rd St,42485,,Cleveland,10,0,Vacant lot
105-16-074,909 E 72nd St,42485,,Cleveland,10,0,Pending transfer
105-18-008,881 E 75th St,42485,,Cleveland,10,0,Vacant lot
105-26-086,6904 Peck Ave,42485,,Cleveland,10,0,Vacant lot
117-03-049,1762 Clarkstone Rd,42485,,Cleveland,10,0,Vacant lot
126-35-013,2845 E 91st St,42485,,Cleveland,6,0,Vacant lot
126-35-028,2898 E 91st St,42485,,Cleveland,6,0,Vacant lot
671-03-079,1476 E 134th St,42485,,East Cleveland,,0,Pending transfer
671-04-009,13422 Hartford Ave,42485,,East Cleveland,,0,Vacant lot
671-09-115,1827 Hayden Ave,42485,,East Cleveland,,0,Pending transfer
671-11-148,14628 Strathmore Ave,42485,,East Cleveland,,0,Vacant lot
671-11-149,14624 Strathmore Ave,42485,,East Cleveland,,0,Vacant lot
671-11-152,14612 Strathmore Ave,42485,,East Cleveland,,0,Vacant lot
671-11-184,14529 Orinoco Ave,42485,,East Cleveland,,0,Vacant lot
672-05-133,1191 Bender Ave,42485,,East Cleveland,,0,Vacant lot
673-02-043,1704 Collamer St,42485,,East Cleveland,,0,Vacant lot
673-06-033,1714 Northfield Ave,42485,,East Cleveland,,0,Vacant lot
105-18-003,861 E 75th St,42482,,Cleveland,10,0,Vacant lot
105-33-079,7415 Aberdeen Ave,42482,,Cleveland,7,0,Vacant lot
106-05-024,1394 E 80th St,42482,,Cleveland,7,0,Vacant lot
106-05-062,7808 Decker Ave,42482,,Cleveland,7,0,Vacant lot
106-07-131,8307 Decker Ave,42482,,Cleveland,7,0,Vacant lot
106-10-149,7322 Dellenbaugh Ave,42482,,Cleveland,7,0,Vacant lot
106-21-163,7628 Melrose Ave,42482,,Cleveland,7,0,Vacant lot
107-02-058,927 Ida Ave,42482,,Cleveland,9,0,Vacant lot
107-04-073,8210 Korman Ave,42482,,Cleveland,9,0,Vacant lot
107-07-017,7920 Bellevue Ave,42482,,Cleveland,7,0,Vacant lot
107-07-020,7912 Bellevue Ave,42482,,Cleveland,7,0,Vacant lot
107-20-048,9222 Edmunds Ave,42482,,Cleveland,7,0,Vacant lot
108-21-011,9808 Garfield Ave,42482,,Cleveland,9,0,Vacant lot
109-02-102,9218 Kempton Ave,42482,,Cleveland,9,0,Vacant lot
109-09-176,10409 Somerset Ave,42482,,Cleveland,9,0,Vacant lot
109-12-031,10630 Greenlawn Ave,42482,,Cleveland,9,0,Vacant lot
109-13-032,10817 Amor Ave,42482,,Cleveland,9,0,Vacant lot
109-14-071,10608 Massie Ave,42482,,Cleveland,9,0,Vacant lot
109-18-079,10722 Olivet Ave,42482,,Cleveland,9,0,Vacant lot
110-19-052,11509 Temblett Ave,42482,,Cleveland,9,0,Vacant lot
110-30-013,1149 E 114th St,42482,,Cleveland,9,0,Vacant lot
112-02-035,720 E 133rd St,42482,,Cleveland,8,0,Vacant lot
112-20-042,405 E 148th St,42482,,Cleveland,8,0,Vacant lot
132-20-042,3933 E 67th St,42482,,Cleveland,12,0,Vacant lot
132-25-062,6909 Park Ave,42482,,Cleveland,12,0,Vacant lot
133-16-041,7721 Dercum Ave,42482,,Cleveland,12,0,Vacant lot
135-02-123,9802 Anderson Ave,42482,,Cleveland,6,0,Vacant lot
136-03-035,10321 Nelson Ave,42482,,Cleveland,2,0,Vacant lot
136-22-038,4243 E 98th St,42482,,Cleveland,2,0,Vacant lot
137-03-098,12705 Rexford Ave,42482,,Cleveland,4,0,Vacant lot
138-17-060,13201 Beachwood Ave,42482,,Cleveland,1,0,Vacant lot
546-36-017,13224 Alvin Ave,42482,,Garfield Heights,,0,Vacant lot
649-07-117,20041 Beachview Dr,42482,,Euclid,,0,Vacant lot
104-19-107,6403 Whittier Ave,42481,,Cleveland,7,0,Vacant lot
104-19-111,6209 Whittier Ave,42481,,Cleveland,7,0,Vacant lot
104-19-114,6105 Whittier Ave,42481,,Cleveland,7,0,Vacant lot
109-22-006,11218 Primrose Ave,42479,,Cleveland,9,0,Vacant lot
132-18-013,6406 Lansing Ave,42478,,Cleveland,12,0,Pending transfer
006-09-156,7010 Guthrie Ave,42475,,Cleveland,15,0,Vacant lot
129-24-037,12507 Parkhill Ave,42475,,Cleveland,4,0,Vacant lot
005-27-040,2034 W 93rd St,42473,,Cleveland,15,0,Pending transfer
109-17-064,10939 Tacoma Ave,42473,,Cleveland,9,0,Vacant lot
109-17-118,10913 Hampden Ave,42473,,Cleveland,9,0,Vacant lot
124-30-012,7535 Kinsman Rd,42473,,Cleveland,5,0,Vacant lot
110-29-020,1192 E 125th St,42467,,Cleveland,9,0,Vacant lot
137-09-106,12200 Holborn Ave,42467,,Cleveland,4,0,Vacant lot
110-21-137,11418 Durant Ave,42466,,Cleveland,9,0,Vacant lot
115-02-035,849 E 143rd St,42466,,Cleveland,10,0,Vacant lot
115-02-036,845 E 143rd St,42466,,Cleveland,10,0,Pending transfer
006-07-064,7507 Colgate Ave,42464,,Cleveland,15,0,Pending transfer
016-09-174,5004 Storer Ave.,42464,,Cleveland,14,0,Vacant lot
127-17-083,9813 Marah Ave,42464,,Cleveland,6,0,Vacant lot
139-05-114,14014 Kingsford Ave,42464,,Cleveland,1,0,Vacant lot
021-21-041,3215 W 121st St,42460,,Cleveland,16,0,Vacant lot
643-16-032,920 E 236th St,42452,,Euclid,,0,Vacant lot
105-22-080,6715 Edna Ave,42451,,Cleveland,7,0,Vacant lot
131-35-082,3705 E 54th St,42450,,Cleveland,12,0,Vacant lot
007-23-119,2629 W 27th St,42447,,Cleveland,3,0,Pending transfer
108-09-056,634 E 102nd St,42447,,Cleveland,9,0,Vacant lot
125-01-074,6112 Carpenter Ave,42447,,Cleveland,5,0,Vacant lot
134-01-071,4076 E 72nd St,42447,,Cleveland,12,0,Vacant lot
672-14-104,1839 Penrose Ave,42447,,East Cleveland,,0,Pending transfer
130-08-120,3382 E 130th St,42444,,Cleveland,4,0,Vacant lot
006-20-047,2087 W 45th St,42443,,Cleveland,3,0,Pending transfer
125-24-079,5427 Mumford Ave,42443,,Cleveland,5,0,Pending transfer
126-06-072,8607 Nevada Ave,42443,,Cleveland,6,0,Vacant lot
143-13-105,16717 Langly Ave,42437,,Cleveland,1,0,Vacant lot
015-04-168,3292 W 32nd St,42435,,Cleveland,14,0,Vacant lot
105-30-071,936 E 78th St,42432,,Cleveland,9,0,Vacant lot
120-05-119,1393 E. 120th,42432,,Cleveland,9,0,Pending transfer
121-16-124,2185 E 95th St,42432,,Cleveland,6,0,Pending transfer
136-02-028,9702 Elizabeth Ave,42432,,Cleveland,2,0,Pending transfer
782-07-089,19010 Fairway Ave,42430,,Maple Heights,,0,Vacant lot
132-08-160,3739 E 61st St,42429,,Cleveland,12,0,Vacant lot
131-35-078,3691 E 54th St (fr & Rear),42422,,Cleveland,12,0,Vacant lot
109-20-087,11209 Berkshire Ave,42411,,Cleveland,9,0,Pending transfer
110-23-022,973 Parkway Dr,42411,,Cleveland,9,0,Vacant lot
119-34-015,2307 E 89th St,42411,,Cleveland,6,0,Vacant lot
125-10-060,6517 Hoppensack Ave,42411,,Cleveland,5,0,Pending transfer
127-24-138,3473 E 103rd St,42411,,Cleveland,6,0,Vacant lot
128-02-167,10910 Hulda Ave,42411,,Cleveland,6,0,Vacant lot
104-23-036,1575 E 49th St,42410,,Cleveland,7,0,Vacant lot
105-28-038,1188 E 74th St,42410,,Cleveland,7,0,Vacant lot
123-31-051,3285 E 49th St,42410,,Cleveland,5,0,Vacant lot
129-27-053,12110 Soika Ave,42410,,Cleveland,4,0,Pending transfer
131-21-032,3459 E 53rd St (rear),42410,,Cleveland,5,0,Pending transfer
135-02-115,9618 Anderson Ave,42410,,Cleveland,6,0,Vacant lot
672-24-074,1825 Marloes Ave,42410,,East Cleveland,,0,Vacant lot
782-11-051,19813 Fairway Ave,42410,,Maple Heights,,0,Vacant lot
105-24-073,1088 E 67th St.,42408,,Cleveland,7,0,Vacant lot
107-22-041,9318 Talbot Ave,42408,,Cleveland,7,0,Vacant lot
130-14-132,3390 E 145th St,42408,,Cleveland,1,0,Vacant lot
672-04-056,1208 N Lockwood Ave,42408,,East Cleveland,,0,Vacant lot
110-22-011,12002 Durant Ave,42403,,Cleveland,9,0,Vacant lot
112-19-021,472 E 143rd St (fr & Rear),42403,,Cleveland,8,0,Pending transfer
116-11-032,657 E 159th St,42403,,Cleveland,8,0,Vacant lot
131-35-141,3733 E 53rd St,42403,,Cleveland,12,0,Vacant lot
132-18-047,3921 E 64th St,42403,,Cleveland,12,0,Vacant lot
511-16-067,3964 E 54th St,42403,,Newburgh Heights,,0,Vacant lot
106-15-067,7028 Quimby Ave,42402,,Cleveland,7,0,Vacant lot
128-02-153,10608 Hulda Ave,42397,,Cleveland,6,0,Vacant lot
130-22-144,3455 E 125th St,42383,,Cleveland,4,0,Vacant lot
135-17-062,9713 Way Ave,42383,,Cleveland,2,0,Pending transfer
104-22-031,5129 Luther Ave,42381,,Cleveland,7,0,Vacant lot
109-22-034,1143 Parkwood Dr,42381,,Cleveland,9,0,Vacant lot
005-16-064,2163 W 105th St,42380,,Cleveland,15,0,Vacant lot
105-23-083,6916 Bayliss Ave,42380,,Cleveland,7,0,Pending transfer
541-20-153,4970 E 88th St,42379,,Garfield Heights,,0,Vacant lot
110-23-064,12334 Fairport Ave,42360,,Cleveland,9,0,Pending transfer
137-05-026,3570 E 138th St,42360,,Cleveland,4,0,Vacant lot
133-21-031,3753 E 71st St,42356,,Cleveland,12,0,Pending transfer
134-22-027,7805 Vineyard Ave,42356,,Cleveland,2,0,Pending transfer
132-09-018,3802 E 52nd St,42353,,Cleveland,12,0,Pending transfer
125-32-042,6607 Consul Ave,42348,,Cleveland,6,0,Pending transfer
128-18-058,10501 Manor Ave,42348,,Cleveland,4,0,Pending transfer
131-32-081,3704 E 50th St,42346,,Cleveland,12,0,Vacant lot
115-21-036,792 E 156th St,42341,,Cleveland,8,0,Pending transfer
786-06-052,15816 Ramage Ave,42340,,Maple Heights,,0,Pending transfer
107-21-016,1577 E 93rd St,42327,,Cleveland,7,0,Pending transfer
125-28-067,6129 Morton Ave,42327,,Cleveland,5,0,Pending transfer
115-22-068,844 E 155th St,42326,,Cleveland,8,0,Pending transfer
641-11-095,19421 Pasnow Ave,42326,,Euclid,,0,Vacant lot
782-02-109,5171 Cato St,42326,,Maple Heights,,0,Vacant lot
105-32-117,1109 E 77th St,42325,,Cleveland,9,0,Pending transfer
121-16-070,2181 E 97th St,42325,,Cleveland,6,0,Pending transfer
123-22-051,5173 Fowler Ave,42325,,Cleveland,5,0,Pending transfer
132-10-096,3800 E 54th St (fr & Rear),42324,,Cleveland,12,0,Vacant lot
687-05-036,13367 Cedar Rd,42324,,Cleveland Heights,,0,Vacant lot
130-01-088,3175 E 118 St,42320,,Cleveland,4,0,Vacant lot
130-03-113,3228 E 121st St,42320,,Cleveland,4,0,Pending transfer
131-34-052,3603 E 54th St,42320,,Cleveland,12,0,Vacant lot
109-02-024,9309 Columbia Ave,42318,,Cleveland,9,0,Vacant lot
115-13-069,1061 E 147th St,42318,,Cleveland,10,0,Pending transfer
127-15-069,9518 Carton Ave,42318,,Cleveland,6,0,Vacant lot
127-19-041,10613 Mountview Ave,42318,,Cleveland,4,0,Pending transfer
126-17-028,9622 Yeakel Ave,42317,,Cleveland,4,0,Pending transfer
126-32-067,3035 E 83rd St (wall Only),42317,,Cleveland,5,1,Pending transfer
127-27-074,3391 E 114th St,42317,,Cleveland,4,0,Vacant lot
671-10-192,13900 Ardenall Ave,42317,,East Cleveland,,0,Pending transfer
130-11-076,3297 E 139th St,42314,,Cleveland,4,0,Pending transfer
132-24-115,4097 E 66th St,42314,,Cleveland,12,0,Vacant lot
642-24-058,21301 Ball Ave,42312,,Euclid,,0,Vacant lot
016-14-059,3172 W 44th St,42311,,Cleveland,3,0,Pending transfer
116-14-065,726 E 160th St,42311,,Cleveland,8,0,Pending transfer
125-26-071,5874 Cable Ave,42311,,Cleveland,5,0,Pending transfer
131-33-114,3623 E 50th St,42311,,Cleveland,12,0,Pending transfer
131-34-078,3621 E 53rd St,42311,,Cleveland,12,0,Pending transfer
131-34-091,3614 E 53rd St,42311,,Cleveland,12,0,Pending transfer
132-11-044,3868 E 55th St,42311,,Cleveland,12,0,Pending transfer
137-06-088,3595 E 138th St,42311,,Cleveland,4,0,Pending transfer
142-14-030,4449 E 158th St,42311,,Cleveland,1,0,Vacant lot
541-21-023,8803 Plymouth Ave,42311,,Garfield Heights,,0,Vacant lot
107-17-073,9016 Blaine Ave,42304,,Cleveland,7,0,Pending transfer
128-14-044,10501 Lamontier Ave,42304,,Cleveland,4,0,Vacant lot
109-03-161,9911 Pierpont,42300,,Cleveland,9,0,Vacant lot
125-32-009,3413 E 65th St,42300,,Cleveland,6,0,Pending transfer
127-13-032,8926 Laisy Ave,42300,,Cleveland,6,0,Pending transfer
006-24-059,3043 W 47th St,42297,,Cleveland,3,0,Pending transfer
131-35-113,3668 E 54th St,42297,,Cleveland,12,0,Pending transfer
132-12-059,5713 Gertrude Ave,42297,,Cleveland,12,0,Pending transfer
107-10-091,1192 E 87th St,42283,,Cleveland,7,0,Pending transfer
110-27-051,12312 Phillips Ave,42283,,Cleveland,9,0,Pending transfer
115-05-009,14517 Saranac Rd,42283,,Cleveland,8,0,Pending transfer
125-34-062,3434 E 72nd St,42283,,Cleveland,6,0,Vacant lot
141-04-077,15911 Westview Ave,42283,,Cleveland,1,0,Pending transfer
761-09-030,20016 Kings Hwy,42283,,Warrensville Heights,,0,Vacant lot
135-01-034,9414 Anderson Ave,42279,,Cleveland,6,0,Pending transfer
115-08-041,14525 Saranac Rd,42278,,Cleveland,8,0,Vacant lot
112-08-023,911-913 E 139th St,42276,,Cleveland,10,0,Vacant lot
782-16-124,21511 Hillgrove Ave,42276,,Maple Heights,,0,Pending transfer
134-01-101,7207 Claasen Ave,42272,,Cleveland,12,0,Pending transfer
106-05-152,1326 E 78,42270,,Cleveland,7,0,Vacant lot
108-27-044,10701 Earle Ave,42270,,Cleveland,9,0,Pending transfer
125-26-075,5858 Cable Ave,42270,,Cleveland,5,0,Pending transfer
129-29-080,12815 Abell Ave,42269,,Cleveland,4,0,Pending transfer
132-18-014,6402 Lansing Ave,42269,,Cleveland,12,0,Pending transfer
135-02-055,Gibson,42269,,Cleveland,,0,Pending transfer
113-19-084,16111 Huntmere Ave,42265,,Cleveland,8,0,Pending transfer
137-06-098,3555 E 138th St,42265,,Cleveland,4,0,Pending transfer
141-06-030,4299 E 162nd St,42265,,Cleveland,1,0,Pending transfer
106-02-022,1366 Giddings Ave,42262,,Cleveland,7,0,Pending transfer
120-33-027,1920 Woodlawn Ave,42262,,Cleveland,6,0,Vacant lot
120-33-032,1921 Woodlawn Ave,42262,,Cleveland,6,0,Pending transfer
123-31-019,5117 Barkwill Ave,42262,,Cleveland,5,0,Pending transfer
125-31-081,3411 E 70th St,42262,,Cleveland,6,0,Pending transfer
126-17-024,9604 Yeakel Ave,42262,,Cleveland,4,0,Pending transfer
127-17-104,10206 Park Heights Rd,42262,,Cleveland,4,0,Vacant lot
127-23-070,9809 Heath Ave,42262,,Cleveland,6,0,Pending transfer
130-10-065,3359 E 135th St,42262,,Cleveland,4,0,Pending transfer
641-24-078,750 Ljubljana Ave,42259,,Euclid,,0,Vacant lot
129-25-136,13009 Griffing Ave,42258,,Cleveland,4,0,Pending transfer
005-18-065,2033 W 103rd St,42257,,Cleveland,15,0,Pending transfer
005-27-136,9608 Kirkwood Ave,42257,,Cleveland,15,0,Pending transfer
006-07-062,2140 W 76th St,42257,,Cleveland,15,0,Pending transfer
115-26-078,875 Whitcomb Rd,42257,,Cleveland,8,0,Vacant lot
121-20-079,2185 E 106th St,42257,,Cleveland,6,0,Pending transfer
129-25-003,12610 Forest Ave,42257,,Cleveland,4,0,Pending transfer
131-31-038,3562 E 46th St,42257,,Cleveland,12,0,Pending transfer
131-32-006,3680 E 48th St,42257,,Cleveland,12,0,Pending transfer
131-32-029,3736 E 52nd St,42257,,Cleveland,12,0,Pending transfer
131-35-021,3727 E 52nd St,42257,,Cleveland,12,0,Pending transfer
132-10-143,3782 E 55th St,42257,,Cleveland,12,0,Pending transfer
132-11-030,3871 E 55th St,42257,,Cleveland,12,0,Pending transfer
133-17-028,7801 Spafford Rd,42257,,Cleveland,12,0,Vacant lot
133-18-062,7305 Harvard Ave,42257,,Cleveland,12,0,Pending transfer
544-04-092,10017 Parkview Ave,42257,,Garfield Heights,,0,Vacant lot
782-19-095,18914 Harlan Dr,42257,,Maple Heights,,0,Vacant lot
671-08-026,1524 Pontiac Rd,42251,,East Cleveland,,0,Pending transfer
125-36-061,3473 E 76th St,42248,,Cleveland,6,0,Vacant lot
138-23-023,4420 E 144th St,42248,,Cleveland,1,0,Vacant lot
784-09-110,16752 Gerard Ave,42241,,Maple Heights,,0,Vacant lot
511-12-038,4050 E 44th St,42240,,Newburgh Heights,,0,Vacant lot
110-24-080,12417 Castlewood Ave,42228,,Cleveland,9,0,Vacant lot
127-17-068,9800 Bessemer Ave,42222,,Cleveland,6,0,Pending transfer
131-36-009,5617 Linton Ave,42219,,Cleveland,12,0,Pending transfer
141-19-053,4284 E 175th St,42219,,Cleveland,1,0,Pending transfer
785-04-094,15015 Tokay Ave,42219,,Maple Heights,,0,Pending transfer
113-14-059,15904 Corsica Ave,42216,,Cleveland,8,0,Pending transfer
130-07-081,3298 E 132nd St,42215,,Cleveland,4,0,Vacant lot
130-12-017,3431 E 137th St,42214,,Cleveland,4,0,Pending transfer
784-28-091,5267 Milo Ave,42214,,Maple Heights,,0,Pending transfer
132-12-061,5714 Gertrude Ave,42213,,Cleveland,12,0,Pending transfer
120-09-082,11312 Knowlton Ave,42211,,Cleveland,9,0,Pending transfer
129-29-116,12801 Signet Ave,42211,,Cleveland,4,0,Pending transfer
130-16-001,14501 Kinsman Rd,42208,,Cleveland,1,0,Pending transfer
681-06-104,869 Greyton Rd,42208,,Cleveland Heights,,0,Vacant lot
672-02-021,1152 Carlyon Rd,42201,,East Cleveland,,0,Vacant lot
671-17-128,14708 Dover Ave,42195,,East Cleveland,,0,Pending transfer
672-14-042,1895 Brightwood St,42195,,East Cleveland,,0,Pending transfer
112-02-041,744 E 133rd St,42193,,Cleveland,8,0,Pending transfer
127-25-114,3408 E 108th St,42193,,Cleveland,4,0,Vacant lot
006-20-053,4417 Bailey Ave,42191,,Cleveland,3,0,Pending transfer
007-30-021,3132 Fulton Rd,42191,,Cleveland,14,0,Pending transfer
673-21-027,2042 Brunswick Rd,42191,,East Cleveland,,1,Pending transfer
006-12-036,2263 W 73rd St,42185,,Cleveland,15,0,Vacant lot
107-16-051,8717 Blaine Ave,42185,,Cleveland,7,0,Vacant lot
120-33-006,1848 Lakeview Rd,42172,,Cleveland,6,0,Vacant lot
786-01-106,15625 Maplewood Ave,42170,,Maple Heights,,0,Pending transfer
643-13-070,901 E 223rd St,42166,,Euclid,,0,Vacant lot
761-15-022,19313 Longbrook Rd,42165,,Warrensville Heights,,0,Vacant lot
005-17-071,2099 W 105th St,42156,,Cleveland,15,0,Pending transfer
782-17-090,21206 Hansen Rd,42151,,Maple Heights,,0,Vacant lot
671-20-057,1346 E 142nd St,42146,,East Cleveland,,0,Vacant lot
127-26-064,3416 E 113th St,42145,,Cleveland,4,0,Pending transfer
131-32-004,3683 Independence Rd,42144,,Cleveland,12,0,Pending transfer
117-22-025,1970 Torbenson Dr (second Parcel),42143,,Cleveland,10,0,Pending transfer
104-21-119,6103 Belvidere Ave,42137,,Cleveland,7,0,Pending transfer
106-08-045,1454 E 66th St,42137,,Cleveland,7,0,Pending transfer
105-31-112,1068 E 78th St,42136,,Cleveland,9,0,Vacant lot
108-25-091,10627 Elgin Ave,42136,,Cleveland,9,0,Pending transfer
112-16-131,15215 Macauley Ave,42136,,Cleveland,8,0,Pending transfer
115-27-064,938 Alhambra Rd,42136,,Cleveland,8,0,Pending transfer
123-21-056,4943 Mead Ave,42136,,Cleveland,5,0,Pending transfer
125-12-131,3101 E 67th St,42136,,Cleveland,5,0,Pending transfer
127-12-080,8821 Bessemer Ave,42136,,Cleveland,6,0,Vacant lot
762-23-023,20011 Sumpter Rd,42136,,Warrensville Heights,,0,Vacant lot
131-31-071,3591 E 46th St,42135,,Cleveland,12,0,Pending transfer
008-06-075,1707 Clark Ave,42129,,Cleveland,14,0,Vacant lot
112-03-104,13617 Eaglesmere Ave,42129,,Cleveland,8,0,Pending transfer
131-31-041,3550 E 46th St,42129,,Cleveland,12,0,Pending transfer
131-31-070,3585 E 46th St,42129,,Cleveland,12,0,Pending transfer
129-15-005,2785 E 119th St,42128,,Cleveland,6,0,Pending transfer
120-09-043,1448 E 115th St,42122,,Cleveland,9,0,Pending transfer
131-23-023,5108 Barkwill Ave,42116,,Cleveland,5,0,Vacant lot
131-26-019,3531 Beyerle Rd,42114,,Cleveland,12,0,Pending transfer
131-30-024,3658 E 47th St,42114,,Cleveland,12,0,Pending transfer
130-12-018,3435 E 137th St,42108,,Cleveland,4,0,Pending transfer
134-01-070,4080 E 72nd St,42102,,Cleveland,12,0,Pending transfer
006-09-082,2025 W 73rd St,42097,,Cleveland,15,0,Pending transfer
141-07-064,4248 E 164th St,42097,,Cleveland,1,0,Pending transfer
109-22-147,1110 E 114th St,42094,,Cleveland,9,0,Pending transfer
511-09-033,3985 E 41 St,42094,,Newburgh Heights,,0,Vacant lot
107-09-077,1267 E 82nd St,42088,,Cleveland,7,0,Pending transfer
128-25-005,11321 Melba Ave,42088,,Cleveland,4,0,Pending transfer
131-31-058,3537 E 46th St,42088,,Cleveland,12,0,Pending transfer
541-25-109,9517 S Highland Ave,42088,,Garfield Heights,,0,Vacant lot
014-20-120,3108 Roanoke Ave,42086,,Cleveland,13,0,Pending transfer
130-12-075,3393 E 139th St,42086,,Cleveland,4,0,Pending transfer
131-36-054,5505 Mound Ave (fr & Rear),42086,,Cleveland,12,0,Pending transfer
672-05-015,1225 N Lockwood Ave,42083,,East Cleveland,,0,Vacant lot
131-30-017,3617 Independence Rd,42079,,Cleveland,12,0,Pending transfer
137-18-134,13309 Bartlett Ave,42076,,Cleveland,4,0,Pending transfer
143-15-026,4600 E 175th St,42073,,Cleveland,1,0,Pending transfer
781-19-011,5479 Dalewood Ave,42073,,Maple Heights,,0,Vacant lot
002-34-069,1962 W 48th St,42069,,Cleveland,3,0,Pending transfer
137-05-073,3566 E 135th St,42069,,Cleveland,4,0,Pending transfer
